S.no,City,Industry,Business Name,Location,Google Ratings,Email,Website ,Phone Number,"Call for (ERP,Website, AI Solutions)",Call date and time,Remarks,Source_File,hfpxzc href,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd 2,doJOZc,W4Efsd 3,W4Efsd 4,W4Efsd 5,W4Efsd 6,UsdlK,lcr4fd href,Cw1rxd,R8c4Qb,Cw1rxd 2,R8c4Qb 2,Jn12ke src,ah5Ghc,W4Efsd 7,Unnamed: 18,Unnamed: 19
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/JPM+Automobiles/data=!4m7!3m6!1s0x390d175de52988c9:0x32ecb704b40006c5!8m2!3d28.4891556!4d77.0035648!16s%2Fg%2F1td6dw19!19sChIJyYgp5V0XDTkRxQYAtAS37DI?authuser=0&hl=en&rclk=1,JPM Automobiles,4,-68,Tool manufacturer,·,,"Daulatabad Main Rd, near Bajghero Chungi",·,,,0124 246 8965,https://jpmgroup.co.in/,,Website,,Directions,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Good company
Just take time for further
Time to improve future...""",,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Lumax+Industries+Ltd/data=!4m7!3m6!1s0x390d174605555555:0x7c57317669fa6684!8m2!3d28.4595399!4d77.0266215!16s%2Fg%2F1tdcdrvb!19sChIJVVVVBUYXDTkRhGb6aXYxV3w?authuser=0&hl=en&rclk=1,Lumax Industries Ltd,3.8,-13,Manufacturer,·,,"P No-2, Daulatabad, Near Chungi Daultabad, Daulatabad",·,,,0124 236 7370,https://www.lumaxworld.in/lumaxautotech/locations.html,,Website,,Directions,,,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/KSS+Abhishek+Safety+Systems+Pvt+Ltd/data=!4m7!3m6!1s0x390d3d4bdd3429dd:0x4c9fcc0e99675057!8m2!3d28.3667244!4d76.9284317!16s%2Fg%2F11h1vd4z1n!19sChIJ3Sk03Us9DTkRV1BnmQ7Mn0w?authuser=0&hl=en&rclk=1,KSS Abhishek Safety Systems Pvt Ltd,5,-9,Industrial equipment supplier,·,,·,Plot No 20,,,0124 417 2400,,,Directions,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Even here a dynamic sled lab for car crash testing.""",·,,
,,,,,,,,,,,,Kareena_Scrapping,hfpxzc href,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd 2,W4Efsd 3,W4Efsd 4,W4Efsd 5,W4Efsd 6,UsdlK,lcr4fd href,Cw1rxd,R8c4Qb,Cw1rxd 2,R8c4Qb 2,doJOZc,W4Efsd 7,ah5Ghc,Jn12ke src,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Management+Education+%26+Research+Institute+%28MERI%29/data=!4m7!3m6!1s0x390d04afaaaaaaab:0x4cce114022781683!8m2!3d28.610011!4d77.102919!16s%2Fg%2F1tf_lpmf!19sChIJq6qqqq8EDTkRgxZ4IkARzkw?authuser=0&hl=en&rclk=1,Management Education & Research Institute (MERI),4.3,-1152,College,·,52-55 Sewa Marg,Open,· Closes 5 pm,·,097185 71003,https://www.google.com/aclk?sa=L&ai=DChsSEwiHgNaAq9aUAxW9LIMDHR_YBbQYACICCAEQCBoCc2Y&co=1&ase=2&gclid=CjwKCAjw5s_QBhAdEiwADD_gBsFoLjsra4-Ljk1jhP5e7iwPS44OUjcq67_NUmOq1HloK4ycjKyQjBoC2C0QAvD_BwE&cid=CAASuwHkaIsCpnJYvff_QcTAD5OLm_CGYEWH8Anwh3-hMJg-eQSRldTkV3yPoxbSM6eNRRAbDDaKZIlXL-D8WpIcmwsW7TS4i9g6RGpQ32SxMuiZkHzU7uiaTSKy9m5ssZtnBsofyFrDgcRwDfWozHMRHG21DQNYNjE2XfyyQb3cOzJR1igYFD3s0HZIAdSfIL4wPerw4hOmnALvURbMnDh5PIAOgJgjhbYJU02kfSTCv9QzvVh119wst3W8aQ1d&cce=2&category=acrcp_v1_32&sig=AOD64_06_LHE4WR2stC5kM8tW-E8A2TDoQ&adurl&q&ctype=99&nis=6,,Website,,Directions,,,,,,
,,,,,,,,,,,,Kareena_Scrapping,"https://www.google.com/maps/place/Amity+University+Gurugram,+Haryana/data=!4m7!3m6!1s0x390d39544502d985:0xfeb54e790052ee13!8m2!3d28.315291!4d76.9142539!16s%2Fg%2F11bwcptxmp!19sChIJhdkCRVQ5DTkRE-5SAHlOtf4?authuser=0&hl=en&rclk=1","Amity University Gurugram, Haryana",4,-1028,Private university,·,·,Amity Education Valley Gurugram,Open,· Closes 4:30 pm,073033 99399,https://www.amity.edu/gurugram/?utm_source=google&utm_medium=local-listing&utm_campaign=organic,,Website,,Directions,,·,On-site services,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Gurugram+University/data=!4m7!3m6!1s0x390d227849889109:0x36f22da384db52d5!8m2!3d28.4228474!4d77.066841!16s%2Fg%2F11gmzlkss4!19sChIJCZGISXgiDTkR1VLbhKMt8jY?authuser=0&hl=en&rclk=1,Gurugram University,3.9,-781,Public university,·,·,"C3F8+4PP, Nirvana Rd",Open,· Closes 5 pm,1800 180 7333,http://www.gurugramuniversity.ac.in/,,Website,,Directions,,·,"""Good college and nice infrastructure.Located on main road...""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Starex+University/data=!4m7!3m6!1s0x390d38d91f24b32f:0xc1a139878d6dbd9b!8m2!3d28.298803!4d76.869243!16s%2Fg%2F11f_29lydj!19sChIJL7MkH9k4DTkRm71tjYc5ocE?authuser=0&hl=en&rclk=1,Starex University,4,-250,Private university,·,·,"NH-48, Binola, P.O.Bhorakalan",Open,· Closes 4:30 pm,1800 103 3123,https://www.starexuniversity.com/,,Website,,Directions,,·,"""Teaching faculty is supportive and helpful, placements are also good.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/The+NorthCap+University/data=!4m7!3m6!1s0x390d199c98e90ff1:0x8b2aa76c53fb738e!8m2!3d28.5036218!4d77.049855!16s%2Fm%2F0glnr8d!19sChIJ8Q_pmJwZDTkRjnP7U2ynKos?authuser=0&hl=en&rclk=1,The NorthCap University,4,-832,University,·,,·,Open,· Closes 5 pm,0124 236 5811,https://www.ncuindia.edu/,,Website,,Directions,,,"""Wide syllabus that cover latest topics,  well structured education system.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/SGT+University/data=!4m7!3m6!1s0x390d14493fffffff:0xc0cc5b9b791204ca!8m2!3d28.4830607!4d76.9067928!16s%2Fm%2F0zdk14v!19sChIJ____P0kUDTkRygQSeZtbzMA?authuser=0&hl=en&rclk=1,SGT University,4.1,-3196,Private university,·,·,Gurgaon-Badli Road Chandu,Open,· Closes 4:30 pm,1800 102 5661,https://sgtuniversity.ac.in/?utm_source=Google&utm_medium=Organic&utm_campaign=GMB,,Website,,Directions,,·,On-site services,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/KIIT+College+of+Engineering/data=!4m7!3m6!1s0x390d1872f824ab35:0xc04ba6d352cf7ca6!8m2!3d28.3623727!4d77.0648261!16s%2Fg%2F1tplj35s!19sChIJNask-HIYDTkRpnzPUtOmS8A?authuser=0&hl=en&rclk=1,KIIT College of Engineering,3.9,-403,College,·,·,"9367+WWW, Badshahpur Sohna Rd",Open,· Closes 6 pm,098116 26767,http://www.kiit.in/,,Website,,Directions,,·,On-site services,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Sushant+University/data=!4m7!3m6!1s0x390d1f5632b0e589:0x468c9e8a5594c584!8m2!3d28.429753!4d77.111674!16s%2Fm%2F03d8798!19sChIJieWwMlYfDTkRhMWUVYqejEY?authuser=0&hl=en&rclk=1,Sushant University,4,-729,University,·,·,Golf Course Rd,Open,· Closes 5 pm,1800 270 5520,https://sushantuniversity.edu.in/,,Website,,Directions,,·,"""The faculty is approachable and always encourages innovation and creativity.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Haryana-IGNOU+Community+College/data=!4m7!3m6!1s0x390d3c1a38b6fafd:0x5e6046df1dabb637!8m2!3d28.3360761!4d76.9277545!16s%2Fg%2F1tfq7m71!19sChIJ_fq2OBo8DTkRN7arHd9GYF4?authuser=0&hl=en&rclk=1,Haryana-IGNOU Community College,4.3,-107,College,·,·,"8WPH+C4J, NH 48",,,0124 216 7495,http://www.ignou.ac.in/?q=ignou/bulletinboard/news/latest/detail/202,,Website,,Directions,,,"""Loving college 😌😌ever 👀📙""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/St.+Andrews+Institute+of+Technology+and+Management/data=!4m7!3m6!1s0x390d6bb18c31279b:0x11d335a5bc228dd6!8m2!3d28.4490322!4d76.7673312!16s%2Fg%2F11bbx0zwyd!19sChIJmycxjLFrDTkR1o0ivKU10xE?authuser=0&hl=en&rclk=1,St. Andrews Institute of Technology and Management,4,-620,College,·,·,"khurrampur, farrukhnagar, Haily Mandi Rd",Open,· Closes 4:30 pm,085059 37772,https://saitm.ac.in/,,Website,,Directions,,·,On-site services,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/DPG+DEGREE+COLLEGE/data=!4m7!3m6!1s0x390d18066e82c621:0x29821f5537dd3982!8m2!3d28.4255824!4d77.0204439!16s%2Fg%2F11hbpx6569!19sChIJIcaCbgYYDTkRgjndN1Ufgik?authuser=0&hl=en&rclk=1,DPG DEGREE COLLEGE,3.9,-1311,College,·,·,"70A, Delhi - Jaipur Expy",Open,· Closes 5 pm,092500 08494,http://www.dpgdegreecollege.com/,,Website,,Directions,,·,On-site services,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Dronacharya+Government+College/data=!4m7!3m6!1s0x390d199b47aa6e31:0xf590944d3158b7de!8m2!3d28.4686904!4d77.0249493!16s%2Fm%2F0cr2k6z!19sChIJMW6qR5sZDTkR3rdYMU2UkPU?authuser=0&hl=en&rclk=1,Dronacharya Government College,3.9,-1056,College,·,·,New Railway Rd,,,,,,Directions,,,,,"""The faculty members are good and it has a great environment...""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,"https://www.google.com/maps/place/Great+Lakes+Institute+of+Management,+Gurgaon+Campus,+Delhi+NCR/data=!4m7!3m6!1s0x390d38e65748619b:0x937a7cfb71d7e342!8m2!3d28.2843215!4d76.8724057!16s%2Fm%2F0bxzhxp!19sChIJm2FIV-Y4DTkRQuPXcft8epM?authuser=0&hl=en&rclk=1","Great Lakes Institute of Management, Gurgaon Campus, Delhi NCR",4.4,-212,College,·,·,"Bilaspur-Tauru Road, Near Bilaspur, Chowk, NH-8",Open,· Closes 5 pm,0124 286 5800,https://www.greatlakes.edu.in/gurgaon/,,Website,,Directions,,·,"""For PGDM the batch is very diverse, with multiple majors & minors available.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/World+College+Of+Technology+%26+Management/data=!4m7!3m6!1s0x390d6bacc6d9394d:0x674ba4e4f25e289c!8m2!3d28.4436382!4d76.7722635!16s%2Fm%2F0m0jpc9!19sChIJTTnZxqxrDTkRnChe8uSkS2c?authuser=0&hl=en&rclk=1,World College Of Technology & Management,4.3,-778,College,·,·,"5km Ahead, Farukh Nagar (Kherakhurrampur)",Open,· Closes 3:30 pm,086077 88740,https://www.wctmgurgaon.com/,,Website,,Directions,,·,On-site services,,,
,,,,,,,,,,,,Kareena_Scrapping,"https://www.google.com/maps/place/IILM+University,+Gurugram/data=!4m7!3m6!1s0x390d1f7116a17591:0xa2f1868ef64f51ca!8m2!3d28.4335512!4d77.1035548!16s%2Fg%2F11fk3ddhl5!19sChIJkXWhFnEfDTkRylFP9o6G8aI?authuser=0&hl=en&rclk=1","IILM University, Gurugram",3.8,-195,College,·,·,"1, Knowledge Center, Golf Course Rd",Open,· Closes 5:30 pm,095991 71240,https://iilm.edu.in/?utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,,Website,,Directions,,·,"""The campus is clean and well-maintained, with good infrastructure.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/BML+Munjal+University+%28BMU%29/data=!4m7!3m6!1s0x390d478e1d59b7fb:0xb1787ccb5563c223!8m2!3d28.2476758!4d76.8136269!16s%2Fm%2F0125spqv!19sChIJ-7dZHY5HDTkRI8JjVct8eLE?authuser=0&hl=en&rclk=1,BML Munjal University (BMU),4.3,-811,Private university,·,·,"67th Milestone, NH 48",Open,· Closes 5 pm,1800 103 6888,https://www.bmu.edu.in/,,Website,,Directions,,·,"""It's a beautiful campus with excellent faculty.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Dsd+college/data=!4m7!3m6!1s0x390d3de423bb0e8b:0xeea8d44640aa81c2!8m2!3d28.3765594!4d76.9529611!16s%2Fg%2F11j8m6qvdb!19sChIJiw67I-Q9DTkRwoGqQEbUqO4?authuser=0&hl=en&rclk=1,Dsd college,3.6,-24,Government college,·,·,"9XG3+J5G, Nakhrola Rd",Open 24 hours,,,,,Directions,,,,,"""Super 20 Institute
One of the best Institute in Hailymandi and Pataudi area.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Rishikul+College+Gurugram/data=!4m7!3m6!1s0x390d174b4e52d10d:0xdb127c8cdcd0372a!8m2!3d28.4534769!4d76.9817138!16s%2Fg%2F11qn7cwcw8!19sChIJDdFSTksXDTkRKjfQ3Ix8Ets?authuser=0&hl=en&rclk=1,Rishikul College Gurugram,4.6,-61,Private College,·,·,near Rama Garden,Open,· Closes 5 pm,099712 75175,http://rishikulcolleges.org/,,Website,,Directions,,·,On-site services,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/K.R.+Mangalam+University/data=!4m7!3m6!1s0x390d25a4b2bc03f9:0x9f642d679654b239!8m2!3d28.2717327!4d77.0691746!16s%2Fm%2F0zdn5fl!19sChIJ-QO8sqQlDTkRObJUlmctZJ8?authuser=0&hl=en&rclk=1,K.R. Mangalam University,4,-1208,University,·,·,Badshahpur Sohna Rd,Open,· Closes 4 pm,081928 88444,https://www.krmangalam.edu.in/,,Website,,Directions,,·,On-site services,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/SOIL+School+Of+Business+Design/data=!4m7!3m6!1s0x390d3de1ddb3e83f:0xc018772cf45ebc30!8m2!3d28.3665876!4d76.9370145!16s%2Fg%2F11qb4sf25s!19sChIJP-iz3eE9DTkRMLxe9Cx3GMA?authuser=0&hl=en&rclk=1,SOIL School Of Business Design,3.8,-77,College,·,·,"Plot no 23, Sector 2",Open,· Closes 6 pm,097172 80018,https://www.schoolofbusinessdesign.com/,,Website,,Directions,,·,On-site services,,,
,,,,,,,,,,,,Kareena_Scrapping,"https://www.google.com/maps/place/Royal+Institute+Of+Science+%26+Management,+B.+Ed.+%26+D.El.Ed.+College,VPO+Wazirpur,+Sector-95,+Gurgaon/data=!4m7!3m6!1s0x390d15fce291710b:0xc7161b2040c5fd4!8m2!3d28.4203165!4d76.915771!16s%2Fg%2F1tfvxjp9!19sChIJC3GR4vwVDTkR1F8MBLJhcQw?authuser=0&hl=en&rclk=1","Royal Institute Of Science & Management, B. Ed. & D.El.Ed. College,VPO Wazirpur, Sector-95, Gurgaon",4.5,-182,Teachers college,·,·,SH 15A,Open,· Closes 3 pm,099104 31750,http://www.rismcollege.in/,,Website,,Directions,,·,"""Best School in this catagory , affordable fee/fair.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Udayan+Care+Computer+Learning+Centre/data=!4m7!3m6!1s0x390d3dea9d04b7d9:0x9dec0a9f05f37645!8m2!3d28.3544848!4d76.9379242!16s%2Fg%2F11h2c2rgh8!19sChIJ2bcEneo9DTkRRXbzBZ8K7J0?authuser=0&hl=en&rclk=1,Udayan Care Computer Learning Centre,5,-458,Educational institution,·,·,"3rd Floor, Yadav Market, Main Bus Stand, opposite Shree Radhey Hospital & Trauma Centre",Open,· Closes 7 pm,011 4654 8105,http://www.udayancare.org/,,Website,,Directions,,·,"""Professional faculty members, positive environment""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/BL+College+Of+Education/data=!4m7!3m6!1s0x390d16063b95efa1:0x4157ca766dadc4c!8m2!3d28.4225097!4d76.9200642!16s%2Fg%2F1tf2qm5m!19sChIJoe-VOwYWDTkRTNzaZqd8FQQ?authuser=0&hl=en&rclk=1,BL College Of Education,4,-14,Teachers college,·,·,"CWFC+224, SH-15A",Open now,·,098101 76824,,,Directions,,,,,,,,
,,,,,,,,,,,,Kareena_Scrapping,"https://www.google.com/maps/place/Government+College+for+Girls,+sector+14+Gurgaon/data=!4m7!3m6!1s0x390d184d16793985:0xe08127feac050d53!8m2!3d28.467805!4d77.0444213!16s%2Fg%2F1th0l8d8!19sChIJhTl5Fk0YDTkRUw0FrP4ngeA?authuser=0&hl=en&rclk=1","Government College for Girls, sector 14 Gurgaon",4.1,-712,Government college,·,·,Mehrauli-Gurgaon Rd,,,0124 222 3222,http://gcggn.ac.in/,,Website,,Directions,,,"""The campus and building are excellent.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Jhankar+College+of+Pharmacy+in+Gurugram+%5C+Gurgaon/data=!4m7!3m6!1s0x390d3f1a3c177cf1:0xfb84d00d8279c3cd!8m2!3d28.3917214!4d76.8628869!16s%2Fg%2F11ftkb88dx!19sChIJ8XwXPBo_DTkRzcN5gg3QhPs?authuser=0&hl=en&rclk=1,Jhankar College of Pharmacy in Gurugram \ Gurgaon,4.6,-38,College,·,·,"Main, Pataudi Rd, near ESSAR Petrol Pump",Open,· Closes 6 pm,087440 64832,https://jhankargroupofcolleges.com/,,Website,,Directions,,·,"""Good college with green lush campus and easy to reach""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/OM+Institute+Of+Career+Classes/data=!4m7!3m6!1s0x390d3d957b46c0e7:0x172545b4f1a19492!8m2!3d28.3551634!4d76.9328441!16s%2Fg%2F11srkcj2lg!19sChIJ58BGe5U9DTkRkpSh8bRFJRc?authuser=0&hl=en&rclk=1,OM Institute Of Career Classes,4.8,-141,Coaching Center,·,"Kasan Rd, near by Laxmi Hospital",·,Open 24 hours,,083683 22012,http://www.oicc.com/,,Website,,Directions,,,"""teaching and all facilities are excellent""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,"https://www.google.com/maps/place/Bal+Bharati+Public+School%E2%80%93IMT+Manesar,+Gurgaon%28BBPS%E2%80%93IMT+Manesar%29/data=!4m7!3m6!1s0x390d19d8ed7fa8d3:0xd328e3cb264567e5!8m2!3d28.3638732!4d76.9456282!16s%2Fg%2F1tfv3j1y!19sChIJ06h_7dgZDTkR5WdFJsvjKNM?authuser=0&hl=en&rclk=1","Bal Bharati Public School–IMT Manesar, Gurgaon(BBPS–IMT Manesar)",,,CBSE School,·,·,9W7W+QFJ,Open,· Closes 4:30 pm,092128 08008,http://bbpsmn.balbharati.org/,,Website,,Directions,,·,,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Parmar+College+Of+Higher+Education/data=!4m7!3m6!1s0x390d1829ba5fa4f1:0xc6caa219ce851dd2!8m2!3d28.4564761!4d77.018085!16s%2Fg%2F1jkyh3sk3!19sChIJ8aRfuikYDTkR0h2FzhmiysY?authuser=0&hl=en&rclk=1,Parmar College Of Higher Education,4.1,-62,College,·,"F248+JX6, 267/20,Opp.parshuram Bhawan, near Pataudi Chowk, Shakti Nagar Rd",·,Open,,099115 59374,,,Directions,,,,· Closes 6 pm,"""Great place to higher study .the overall learning experience is good.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Raghav+Driving+School/data=!4m7!3m6!1s0x390d3d00833a9323:0x33d34a056654105b!8m2!3d28.3607375!4d76.9395564!16s%2Fg%2F11hy9rttg0!19sChIJI5M6gwA9DTkRWxBUZgVK0zM?authuser=0&hl=en&rclk=1,Raghav Driving School,4.9,-226,Driving school,·,Raghav Driving School,·,Open,,098187 67054,,,Directions,,,,· Closes 8 pm,"""Amazing teaching services, polite behaviour and punctual.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/GD+Goenka+University/data=!4m7!3m6!1s0x3be04df73812c16b:0x458f4ebb5de0cf33!8m2!3d28.265437!4d77.0667704!16s%2Fg%2F1xpwh4xf!19sChIJa8ESOPdN4DsRM8_gXbtOj0U?authuser=0&hl=en&rclk=1,GD Goenka University,4,-979,Private university,·,·,"Gate No 3:, GD Goenka Educational City, Sohna - Gurgaon Rd",Open,· Closes 4 pm,099100 00062,http://www.gdgoenkauniversity.com/,,Website,,Directions,,·,"""Great infrastructure with experienced faculty.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/R.K+COLLEGE+OF+EDUCATION/data=!4m7!3m6!1s0x390d3f5068df0a3f:0x5af0c7634f4c8ff7!8m2!3d28.3213322!4d76.8354001!16s%2Fg%2F11dym3h6y8!19sChIJPwrfaFA_DTkR949MT2PH8Fo?authuser=0&hl=en&rclk=1,R.K COLLEGE OF EDUCATION,3.8,-13,College,·,·,8RCP+G5J,,,,,,Directions,,,,,"""Best college""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/RASTRIYA+VIDYA+EDUCATION+COLLEGE/data=!4m7!3m6!1s0x390d175aaff25fa1:0xc1384bcca6bb9c99!8m2!3d28.4556504!4d77.0046579!16s%2Fg%2F11g23dqzn1!19sChIJoV_yr1oXDTkRmZy7psxLOME?authuser=0&hl=en&rclk=1,RASTRIYA VIDYA EDUCATION COLLEGE,3.7,-12,College,·,,·,Open,· Closes 6 pm,085100 30072,http://www.rvecollege.com/,,Website,,Directions,,,"""Bed course provide without entrance admission easily""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/ITC+HMI/data=!4m7!3m6!1s0x390d3c2d5ecceba1:0xf4cc4ed296fdc0cc!8m2!3d28.3654125!4d76.9298416!16s%2Fg%2F11c6rj8v95!19sChIJoevMXi08DTkRzMD9ltJOzPQ?authuser=0&hl=en&rclk=1,ITC HMI,4.7,-33,Training center,·,·,9W8H+5W8,,,0124 448 1448,https://www.itchotels.in/hmi.html,,Website,,Directions,,,"""This is an excellant Institute.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Grace+Bible+College+Haryana/data=!4m7!3m6!1s0x390d168d8d34b991:0x9347beb8d4945c57!8m2!3d28.4695767!4d76.9369417!16s%2Fg%2F11f4ld7j2y!19sChIJkbk0jY0WDTkRV1yU1Li-R5M?authuser=0&hl=en&rclk=1,Grace Bible College Haryana,4.7,-78,College,·,·,FW9P+RQP,Open,,,,,Directions,,,,· Closes 6 pm,"""Moreover, the sense of community at Grace Bible College is unparalleled.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/National+Law+College/data=!4m7!3m6!1s0x390d18f504274f93:0x90abb929a1faf808!8m2!3d28.4500368!4d77.058318!16s%2Fg%2F1tk89hyf!19sChIJk08nBPUYDTkRCPj6oSm5q5A?authuser=0&hl=en&rclk=1,National Law College,4.2,-68,College,·,·,"Sector 40, opposite Police Station",Open,·,0124 238 3343,,,Directions,,,,· Closes 5 pm,"""All staff and faculties is best in Haryana""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Top+MBA+Colleges+in+Gurgaon/data=!4m7!3m6!1s0x390d181b53f5cc5f:0xb1c39acf40ab58ac!8m2!3d28.430856!4d77.0157837!16s%2Fg%2F11c1njm6ct!19sChIJX8z1UxsYDTkRrFirQM-aw7E?authuser=0&hl=en&rclk=1,Top MBA Colleges in Gurgaon,4.7,-3,Educational institution,·,"D -7, Infocity -2",,Open,· Closes 6 pm,,http://ibmrbschool.com/,,Website,,Directions,,,,,,
,,,,,,,,,,,,Kareena_Scrapping,"https://www.google.com/maps/place/Government+College,+Sidhrawali/data=!4m7!3m6!1s0x390d387c15bf9195:0xf8e7bdfd6cb3b6eb!8m2!3d28.2610003!4d76.8317594!16s%2Fg%2F11g68wmj30!19sChIJlZG_FXw4DTkR67azbP295_g?authuser=0&hl=en&rclk=1","Government College, Sidhrawali",4.1,-97,Government college,·,·,Service Road Sidhrawali,Open,· Closes 4 pm,,http://www.gcsidhrawali.ac.in/,,Website,,Directions,,,"""Low fees high reliability.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/DAGAR+PUBLIC+SCHOOL/data=!4m7!3m6!1s0x390d3d96136aa475:0xd60973d350275b16!8m2!3d28.3555534!4d76.9282713!16s%2Fg%2F11g0msbqm7!19sChIJdaRqE5Y9DTkRFlsnUNNzCdY?authuser=0&hl=en&rclk=1,DAGAR PUBLIC SCHOOL,,,General education school,·,·,"9W4H+68C, Kasan Rd",Closes soon,·,099109 50982,,,Directions,,,,· 12:30 pm · Opens 7:30 am Wed,,,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/Vijay+Institute+of+Nursing/data=!4m7!3m6!1s0x390d183032400039:0x4c14f2e9447d835f!8m2!3d28.4569734!4d77.0232465!16s%2Fg%2F11bw2h3x_v!19sChIJOQBAMjAYDTkRX4N9ROnyFEw?authuser=0&hl=en&rclk=1,Vijay Institute of Nursing,4.7,-411,College,·,"Basai Rd, opp. Bhuteshwar Mandir",·,Open 24 hours,,088006 30600,https://vijaynursinginstitute.com/,,Website,,Directions,,,"""Great nursing institute,Wonderful experience, and great teachers and faculty""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,
,,,,,,,,,,,,Kareena_Scrapping,https://www.google.com/maps/place/DCOIL+-+MBA+College+in+Gurgaon/data=!4m7!3m6!1s0x390d19234cb4e485:0x5839772c91a3d7ab!8m2!3d28.4250426!4d77.0200901!16s%2Fg%2F11l_54r004!19sChIJheS0TCMZDTkRq9ejkSx3OVg?authuser=0&hl=en&rclk=1,DCOIL - MBA College in Gurgaon,4.5,-33,College,·,·,"DCOIL Building, 70A",Open,· Closes 5 pm,081308 38319,https://www.dcoil.org/,,Website,,Directions,,·,On-site services,,,
